Alvin Heights, -0.7573696702118861, 1.2605921757058876
Optimiste, -0.7571945203226652, 1.26084855107748
Kiwanis, -0.7573482709251491, 1.2610035959236714
St-Laurent, -0.7573948852625304, 1.2610118975237459
Bearbrook, -0.758245045573857, 1.2610727541499978
Bingham, -0.756922442181575, 1.2610870067138156
Jules Morin, -0.7570641059132592, 1.2610911042043584
St. Paul's, -0.7573984784286492, 1.2611870400297798
Strathcona, -0.7571525043270554, 1.261239739640528
Overbrook, -0.7573084824647125, 1.261325250959384
Sandy Hill, -0.7571116343682034, 1.261420639526743
Dutchie's Hole, -0.7571986152957082, 1.2614440700968406
Cecil Morrison, -0.757419856372694, 1.2615443031860376
St. Luke's, -0.7570098721138382, 1.2616010602967624
Chaudiere, -0.7567441767532127, 1.2617478279937508
McNabb, -0.756852073565979, 1.2617721061456357
Brantwood, -0.7571633613900783, 1.2618511362230913
Balena, -0.7574457115388217, 1.2618809341856967
Champlain, -0.7564302113525732, 1.261901613921028
Alda Burt, -0.7576234601937104, 1.2619456063762078
Sylvia Holden, -0.7570576670811312, 1.2619501250380958
Parkdale, -0.7565773832664677, 1.2619830313506806
Ev Tremblay, -0.7567647244107847, 1.2620397521411106
Reid, -0.756640633117287, 1.2620744073617873
Weston, -0.7576187750077147, 1.2621338128886495
Windsor, -0.7571201840293719, 1.2621735868561268
Lions, -0.7563567578018889, 1.2621806625377976
Hawthorne, -0.7577210517645655, 1.2621972569338988
Iona, -0.7564551033576168, 1.2622321559750898
Canterbury, -0.7575917477743411, 1.262312918048622
Hampton, -0.7564961389128818, 1.2623711037526923
Westboro, -0.7563498442554007, 1.262469108014654
McKellar, -0.756216848675079, 1.2624844036478098
Alta Vista, -0.7572156422746208, 1.2624920418908403
Alexander, -0.7565633146577234, 1.2625685901458712
Heron, -0.7571068948015862, 1.2625901465433966
Meadowvale, -0.756631868871307, 1.2626255927113674
Raven, -0.7564755190574094, 1.26267410398938
Woodroffe, -0.7561577514751766, 1.26268685336111
Bellevue Manor, -0.7564910936192639, 1.262793905656711
Elizabeth Manley, -0.7576865527928753, 1.2628563201749006
Frank Licari, -0.7573088300448871, 1.2628877698596774
Rideauview, -0.7568121638682467, 1.26291431420641
Pauline Vanier, -0.7571139631461125, 1.2629476393546375
Kingsmere, -0.7562546543879204, 1.2629973614046428
Greenboro, -0.757515488455333, 1.2630426385251805
Britannia, -0.7558874623301968, 1.2631167054067562
Carleton Heights, -0.7568541037440548, 1.2631446120117669
Agincourt, -0.7563438881966503, 1.2631458241729174
Pushman, -0.757397261828285, 1.2631458975735108
Bel Air, -0.7562563545472114, 1.263203852439612
Parkway, -0.7561210915569975, 1.2632371547932404
Frank Ryan, -0.7559893304322987, 1.26324080923781
Michèle, -0.7558608630997383, 1.2632768777681802
Owl, -0.7572316607253768, 1.2632907622017961
General Burns, -0.7566727881807065, 1.2633650181360152
Ruth Wildgen, -0.7559233943027529, 1.263373001668342
Corkstown, -0.7556085306799575, 1.2635218743380476
Crestview, -0.756500201519718, 1.2635693743822993
Lisa, -0.755991852389742, 1.263574502351199
Entrance, -0.7557139406114124, 1.2640730781283736
Glen Cairn, -0.7550338918761309, 1.2649324804800388
